collection_timestamp,collection_time_npt,data_source,record_id,market_open,collection_method,market_schedule,symbol,ltp,cp,pointchange,percentagechange,securityname,securityid,nepse_index,float_index,sensitive_index,sensitive_float_index,supplylist,demandlist,total_endpoints_collected,endpoints_collected,github_run_number
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_186,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,LICN,813.0,,-1.9,-0.23,Life Insurance Corporation (Nepal) Limited,188.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_187,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,ALICL,457.0,,-1.0,-0.22,Asian Life Insurance Co. Limited,385.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_188,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SGIC,476.2,,-1.0,-0.21,Sanima GIC Insurance Limited,2908.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_189,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,GHL,241.0,,-0.5,-0.21,Ghalemdi Hydro Limited,2806.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_190,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SONA,441.2,,-0.9,-0.2,Sonapur Minerals And Oil Limited,9216.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_191,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,MHCL,352.3,,-0.7,-0.2,Molung Hydropower Company Limited,9158.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_192,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SPC,469.1,,-0.9,-0.19,Samling Power Company Limited,8025.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_193,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,MKHC,322.0,,-0.6,-0.19,Maya Khola Hydropower Company Limited,9149.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_194,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,UPPER,206.8,,-0.4,-0.19,Upper Tamakoshi Hydropower Ltd,2792.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_195,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,LSL,219.0,,-0.4,-0.18,Laxmi Sunrise Bank Limited,141.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_196,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,GIBF1,10.84,,-0.02,-0.18,Global IME Balanced Fund-1,8106.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_197,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,UHEWA,573.0,,-1.0,-0.17,Upper Hewakhola Hydropower Company Limited,8099.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_198,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NLG,608.0,,-1.0,-0.16,NLG Insurance Company Ltd.,559.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_199,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SHIVM,671.0,,-1.0,-0.15,SHIVAM CEMENTS LTD,2809.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_200,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NIFRA,266.0,,-0.4,-0.15,Nepal Infrastructure Bank Limited,2919.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_201,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NRN,1478.0,,-2.0,-0.14,NRN Infrastructure and Development Limited,2898.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_202,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,GCIL,426.4,,-0.6,-0.14,Ghorahi Cement Industry Limited,9193.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_203,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,ALBSL,1128.0,,-1.5,-0.13,Asha Laghubitta Bittiya Sanstha Ltd,2807.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
2026-04-28T13:29:21.132109+05:45,2026-04-28 13:29:21,top_losers,top_losers_204,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,HLI,347.0,,-0.4,-0.12,Himalayan Life Insurance Limited,393.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4107
