collection_timestamp,collection_time_npt,data_source,record_id,market_open,collection_method,market_schedule,symbol,ltp,cp,pointchange,percentagechange,securityname,securityid,sensitive_index,sensitive_float_index,nepse_index,float_index,supplylist,demandlist,total_endpoints_collected,endpoints_collected,github_run_number
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_109,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,PRVU,199.5,,-2.9,-1.43,Prabhu  Bank Limited,255.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_110,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,HIDCL,268.0,,-3.8,-1.4,Hydorelectricity Investment and Development Company Ltd,2742.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_111,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,MBJC,285.5,,-4.0,-1.38,Madhya Bhotekoshi Jalavidyut Company Limited,8031.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_112,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SPL,724.0,,-10.0,-1.36,Shuvam Power Limited,9147.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_113,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NRN,1460.0,,-20.0,-1.35,NRN Infrastructure and Development Limited,2898.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_114,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,MATRI,922.4,,-12.6,-1.35,Matribhumi Lagubitta Bittiya Sanstha Limited,694.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_115,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,UNLB,1455.4,,-19.6,-1.33,Unique Nepal Laghubitta Bittiya Sanstha Limited,9140.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_116,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,BARUN,343.0,,-4.6,-1.32,Barun Hydropower Co. Ltd.,686.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_117,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,DHPL,300.0,,-4.0,-1.32,Dibyashwori Hydropower Ltd.,2754.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_118,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,ANLB,6200.0,,-82.0,-1.31,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,9161.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_119,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,SEF,9.77,,-0.13,-1.31,Siddhartha Equity Fund,2770.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_120,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NYADI,395.0,,-5.2,-1.3,Nyadi Hydropower Limited,8026.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_121,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,ALBSL,1115.0,,-14.5,-1.28,Asha Laghubitta Bittiya Sanstha Ltd,2807.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_122,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,KMCDB,888.0,,-11.5,-1.28,Kalika Laghubitta Bittiya Sanstha Ltd,593.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_123,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,GBIME,232.0,,-3.0,-1.28,Global IME Bank Limited,341.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_124,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,RADHI,779.0,,-10.0,-1.27,Radhi Bidyut Company Ltd,2776.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_125,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,ALICL,452.2,,-5.8,-1.27,Asian Life Insurance Co. Limited,385.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_126,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NMIC,1085.0,,-13.9,-1.26,Nepal Micro Insurance Company Limited,9250.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_127,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,PROFL,440.4,,-5.6,-1.26,Progressive Finance Limited,338.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_128,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,KSY,9.49,,-0.12,-1.25,Kumari Sabal Yojana,9241.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_129,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,EHPL,397.0,,-5.0,-1.24,Eastern Hydropower Limited,8131.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_130,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,WNLB,1482.0,,-18.0,-1.2,Wean Nepal Laghubitta Bittiya Sanstha Limited,2781.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_131,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,MBL,247.0,,-3.0,-1.2,Machhapuchhre Bank Limited,140.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_132,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,HATHY,835.1,,-9.9,-1.17,Hathway Investment Nepal Limited,9213.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_133,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,DLBS,1275.0,,-15.0,-1.16,Dhaulagiri Laghubitta Bittiya Sanstha Limited,8123.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_134,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,GLH,266.1,,-3.1,-1.15,GreenLife Hydropower Limited,2924.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_135,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,VLUCL,513.1,,-5.9,-1.14,Vision Lumbini Urja Company Limited ,9225.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
2026-04-28T14:56:34.625346+05:45,2026-04-28 14:56:34,top_losers,top_losers_136,True,cloud_automated,Tuesday - Trading Hours: 11:00 AM - 3:00 PM NPT,NGPL,442.0,,-5.0,-1.12,Ngadi Group Power Ltd.,2743.0,,,,,,,4,"top_gainers, top_losers, nepse_index, supply_demand",4113
